name;CAS;m_mol;S;p_vap;H;koc;kow;D_air;D_w;BA;NA;LOD_w;LOD_s;NA;lamnda_s;lambda_u;NA;theta_ag;theta_bg;EPA_w;is_carc;SF_o;UR_inhal;Ref_oral;Ref_inhal;ads_derm;ads_gast;derm_per;derm_lag;derm_exp;derm_contr;MCL1;MCL2;NA;PEL_TWA;NA;AQLP_w;AQLP_w;HH_w;HH_fish;HH_fish_salt;NA
tetradifon;116290;  356.055	;  0.7015491961	;  2.63848798e-010	;  7.3245426084e-009	;  3.6457800383	;  4.170551541	;  0.04141879423	;  5.797646859e-006	;  1	; ;  	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.02	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
tetraethyl-dithiopyrophosphate;3689245;  322.32332	;  25	;  0.00017	;  0.000174594	;  2.87	;  3.9804	;  0.015	;  5.5e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.0005	;  0.0002	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  0.2	; ;  -	;  -	;  -	;  -	;  -	; 
tetraethyl-lead;78002;  323.4468	;  0.8	;  0.15	;  3.313129	;  3.69019608	;  4.8826	;  0.0132	;  6.4e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  1e-007	;  7.5e-005	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  0.075	; ;  -	;  -	;  -	;  -	;  -	; 
tetrahydrofuran;109999;  72.1066	;  108992.8361	;  158.9142985	;  0.0057505114399	;  0.57302095849	;  0.6246002759	;  0.093595611335	;  9.8831962075e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  TRUE	;  0.0076	;  1.9e-006	;  0.2	;  0.3	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  590	; ;  -	;  -	;  -	;  -	;  -	; 
tetrahydropyran;142687;  86.1334	;  34032.74701	;  39.92287997	;  0.0055266616957	;  0.91896869948	;  1.061458138	;  0.08139037015	;  8.946699009e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  TRUE	;  0.0076	;  1.9e-006	;  0.2	;  -	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
thallium-as-thallium-chloride;7791120;  239.836	;  2900	;  0	;  0	;  1.64	;  -	;  -	;  -	;  1	; ;  -	;  -	; ;  -	;  -	; ;  0.001	;  0.0004	;  D	;  FALSE	;  -	;  -	;  8e-005	;  0.0001	;  0.01	;  1	;  -	;  -	;  -	;  -	;  0.002	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
thiofanox;39196184;  218.32012	;  5200	;  0.00031	;  3.903423e-007	;  1.7710838567	;  2.1583	;  0.0255	;  6.62e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.0003	;  0.0008	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
benzo-b-fluoranthene;205992;  252.31528	;  0.0015	;  8.06e-008	;  0.00049884	;  6.08	;  6.109	;  0.0226	;  5.56e-006	;  1	; ;  0.01	;  0.66	; ;  1220	;  1220	; ;  -	;  -	;  B2	;  TRUE	;  0.73	;  8.8e-005	;  -	;  -	;  0.13	;  0.89	;  0.81	;  2.2	;  10	;  46	;  -	;  -	; ;  -	; ;  -	;  -	;  2.8e-006	;  3.1e-005	;  3.1e-005	; 
thionazin;297972;  248.2421	;  209.8001031	;  0.0002507480961	;  1.6228329446e-005	;  2.0571455317	;  2.09243696	;  0.04667893082	;  5.811512063e-006	;  1	; ;  0.02	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  7e-005	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
thiophanate-methyl;23564058;  342.39956	;  3.5	;  7.5e-008	;  3.82e-007	;  0.95424250944	;  1.5	;  0.045487806877	;  4.68151838e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.08	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
thiram;137268;  240.43868	;  30	;  7.5e-006	;  3.28e-006	;  2.8260748027	;  1.7033	;  0.0225	;  6.24e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.005	;  0.001	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  5	; ;  -	;  -	;  -	;  -	;  -	; 
tin;7440315;  118.71	;  0	;  0	;  0	;  2.1	;  1.289	;  0	;  0	;  1	; ;  -	;  -	; ;  -	;  -	; ;  0.01	;  0.006	;  NA	;  FALSE	;  -	;  -	;  0.6	;  0.02	;  0.01	;  0.1	;  -	;  -	;  -	;  -	;  -	;  -	; ;  2	; ;  -	;  -	;  -	;  -	;  -	; 
titanium;7440326;  47.9	;  0	;  -	;  0	;  -	;  -	;  -	;  -	;  1	; ;  -	;  -	; ;  -	;  -	; ;  0.0037	;  0.003	;  NA	;  FALSE	;  -	;  -	;  500	;  -	;  0.01	;  0.03	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
toluene;108883;  92.14052	;  530	;  28.2	;  0.2760248	;  2.1461280357	;  2.5403	;  0.087	;  8.6e-006	;  1	; ;  0.002	;  0.005	; ;  28	;  28	; ;  -	;  -	;  D	;  FALSE	;  -	;  -	;  0.2	;  0.4	;  0	;  0.8	;  0.045	;  0.32	;  0.77	;  0.054	;  1	;  -	; ;  754	; ;  -	;  -	;  6.8	;  200	;  200	; 
toluene-diisocyanate-2-4-2-6;26471625;  174.15884	;  110704	;  0.08	;  6.85905e-006	;  3.3530838567	;  3.7403	;  0.060946122833	;  6.7960255958e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  -	;  7e-005	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
toluenediamine-2-4;95807;  122.1698	;  7470	;  8.36e-005	;  7.4826e-008	;  3.11	;  0.1563	;  0.08	;  8e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  3.2	;  -	;  -	;  0.005	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
toluenediamine-2-6;823405;  122.1698	;  48000	;  1.98e-005	;  5.15468e-010	;  0.16	;  0.1563	;  0.0687	;  7.97e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.2	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
toluidine-o;95534;  107.1548	;  10602.56656	;  0.2844140047	;  0.00015722370708	;  2.311870264	;  1.614308203	;  0.07013557821	;  8.4297352338e-006	;  1	; ;  	;  	; ;  	;  	; ;  -	;  -	;  B2	;  TRUE	;  0.24	;  5.1e-005	;  -	;  -	;  0.1	;  0.5	;  	;  	;  	;  	;  -	;  -	; ;  22	; ;  -	;  -	;  -	;  -	;  -	; 
benzo-e-pyrene;192972;  252.314	;  0.00086	;  7.256e-010	;  2.377804e-005	;  6.58638	;  6.7	;  0.0405	;  5.4909374208e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.03	;  -	;  0.13	;  0.89	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
toluidine-p;106490;  107.15516	;  7202.3778693	;  0.33	;  0.000382444	;  1.3979400087	;  1.6233	;  0.08	;  8e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  TRUE	;  0.19	;  -	;  -	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
toxaphene;8001352;  413.8134	;  0.74	;  4.19e-006	;  0.0001396752	;  4.9814380365	;  6.7949	;  0.0116	;  4.34e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  1.1	;  0.00032	;  -	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  0.003	;  -	; ;  0.5	; ;  2e-007	;  2e-007	;  5e-006	;  1.4e-005	;  9e-006	; 
tph-aliph-c6-53-hexane; NA;  81	;  36	;  266	;  33	;  2.9	;  -	;  0.1	;  1e-005	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.06	;  18	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
benzo-g-h-i-perylene;191242;  276.33728	;  0.00026	;  1e-010	;  5.8198e-006	;  6.2	;  6.697	;  0.049	;  5.65e-005	;  1	; ;  0.01	;  0.66	; ;  1300	;  1300	; ;  -	;  -	;  D	;  FALSE	;  -	;  -	;  0.03	;  -	;  0.13	;  0.89	;  1.2	;  2.9	;  14	;  130	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
triademenol;55219653;  295.8	;  95	;  3.08e-010	;  5.32096e-011	;  2.37491	;  2.9	;  0.045481924218	;  4.5307870189e-006	;  1	; ;  	;  	; ;  	;  	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.03	;  -	;  0.1	;  0.5	;  	;  	;  	;  	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
triallate;2303175;  304.66814	;  4	;  0.00012003948667	;  0.000453113	;  3.1583624921	;  4.5679	;  0.045771611239	;  4.8358296476e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.013	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
triaminotrinitrobenzene-tatb;3058386;  258.15	;  32	;  1.34e-011	;  5.8e-012	;  0.68838	;  0.7	;  0.05016267153	;  6.8382282141e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  TRUE	;  0.03	;  -	;  0.003	;  0.002	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
benzoic-acid;65850;  122.12344	;  3500	;  0.00651	;  1.388438e-005	;  -0.30102999566	;  1.8744	;  0.0536	;  7.97e-006	;  1	; ;  0.05	;  3.3	; ;  -	;  -	; ;  -	;  -	;  D	;  FALSE	;  -	;  -	;  4	;  0.005	;  0.1	;  1	;  0.0073	;  0.49	;  1.2	;  0.0074	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
tributyltin-oxide;56359;  596.11216	;  18	;  6.9147625719e-005	;  0.0020834353302	;  -	;  5.796	;  -	;  -	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  D	;  FALSE	;  -	;  -	;  0.0003	;  5e-005	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
trichloro-1-2-2-trifluoroethane-1-1-2;76131;  187.376209	;  200	;  360	;  22.0321	;  3.11	;  3.0949	;  0.078	;  8.2e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  30	;  30	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  7600	; ;  -	;  -	;  -	;  -	;  -	; 
trichlorobenzene-1-2-3;87616;  181.45	;  16.36	;  0.063	;  0.038	;  3.95	;  4.02	;  0.062	;  7.71e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.003	;  0.04	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
trichlorobenzene-1-2-4;120821;  181.44882	;  48.8	;  0.336	;  0.0590294	;  3.22	;  3.9265	;  0.03	;  8.23e-006	;  1	; ;  0.01	;  0.66	; ;  360	;  360	; ;  -	;  -	;  D	;  FALSE	;  -	;  -	;  0.01	;  0.2	;  0.1	;  0.97	;  0.1	;  1.1	;  9.3	;  0.95	;  0.07	;  -	; ;  -	; ;  -	;  -	;  0.26	;  -	;  0.94	; 
trichlorobenzene-1-3-5;108703;  181.4478	;  18.20283893	;  0.1105151287	;  0.060256062193	;  3.396461	;  4.19	;  0.06253498436	;  7.6629775228e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.003	;  0.04	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
trichloroethane-1-1-1;71556;  133.40482	;  1330	;  124	;  0.715004	;  2.04	;  2.6792	;  0.078	;  8.8e-006	;  1	; ;  0.005	;  0.005	; ;  546	;  546	; ;  -	;  -	;  D	;  FALSE	;  -	;  -	;  0.2	;  1	;  0	;  0.9	;  0.017	;  0.57	;  1.4	;  0.031	;  0.2	;  -	; ;  1900	; ;  -	;  -	;  0.2	;  12.586	;  8.391	; 
trichloroethane-1-1-2;79005;  133.40482	;  4420	;  25.2	;  0.03795341	;  1.7	;  2.0121	;  0.0792	;  8.8e-006	;  1	; ;  0.0005	;  0.005	; ;  730	;  730	; ;  -	;  -	;  C	;  TRUE	;  0.057	;  1.6e-005	;  0.004	;  -	;  0	;  0.81	;  0.0084	;  0.57	;  1.4	;  0.011	;  0.005	;  -	; ;  45	; ;  -	;  -	;  0.006	;  0.42	;  0.42	; 
trichloroethylene;79016;  131.38894	;  1100	;  72	;  0.428171	;  1.97	;  2.4731	;  0.079	;  9.1e-006	;  1	; ;  0.001	;  0.005	; ;  1653	;  1653	; ;  -	;  -	;  B2	;  TRUE	;  0.011	;  1.7e-006	;  0.006	;  -	;  0	;  1	;  0.016	;  0.55	;  1.3	;  0.026	;  0.005	;  -	; ;  537	; ;  -	;  -	;  0.005	;  0.612	;  0.408	; 
trichlorofluoromethane;75694;  137.368403	;  1100	;  687	;  4.03229	;  2.13	;  2.1288	;  0.087	;  9.7e-006	;  1	; ;  0.005	;  -	; ;  720	;  720	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.3	;  2.8	;  0	;  0.23	;  0.017	;  0.6	;  1.4	;  0.034	;  -	;  -	; ;  5600	; ;  -	;  -	;  -	;  -	;  -	; 
trichloronate;327980;  333.6	;  0.8133170212	;  4.48e-005	;  0.000482212	;  4.6242627557	;  5.740450506	;  0.04270460666	;  5.1817506442e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.003	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
benzo-k-fluoranthene;207089;  252.31528	;  0.00055	;  9.59e-011	;  4.44799e-007	;  6.09	;  6.109	;  0.0226	;  5.56e-006	;  1	; ;  0.01	;  0.66	; ;  4280	;  4280	; ;  -	;  -	;  B2	;  TRUE	;  0.073	;  8.8e-006	;  -	;  -	;  0.13	;  0.89	;  1.2	;  3	;  14	;  130	;  -	;  -	; ;  -	; ;  -	;  -	;  2.8e-006	;  3.1e-005	;  3.1e-005	; 
trichlorophenol-2-3-4;15950660;  197.4472	;  1550.219839	;  0.0006603249256	;  4.6002540052e-006	;  2.748702426	;  3.88	;  0.06097997594	;  7.7273650896e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.1	;  0.044	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
trichlorophenol-2-3-5;933788;  197.4472	;  3737.826135	;  0.001366142344	;  3.9472466768e-006	;  2.3712536048	;  3.75	;  0.06102149776	;  7.7110415937e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.1	;  0.044	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
trichlorophenol-2-3-6;933755;  197.4472	;  27.80673996	;  0.02261349762	;  0.0087828421153	;  2.3891054747	;  4.66	;  0.0607562783	;  7.6954792519e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.1	;  0.044	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
trichlorophenol-2-4-5;95954;  197.44822	;  1200	;  0.0163	;  0.0001779196	;  2.4742162641	;  3.4463	;  0.0291	;  7.03e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.1	;  0.044	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  0.064	;  0.012	;  0.953	;  1.069	;  0.712	; 
trichlorophenol-2-4-6;88062;  197.44822	;  982	;  0.0118	;  0.0003188419	;  2.1172712957	;  3.4463	;  0.0318	;  6.25e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  0.011	;  3.1e-006	;  -	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  0.021	;  0.065	;  0.065	; 
trichlorophenol-3-4-5;609198;  197.4472	;  1515.095743	;  0.000160788728	;  1.1461275001e-006	;  3.5201323902	;  3.91	;  0.06003601697	;  7.7330783995e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.1	;  0.044	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  	;  -	;  -	;  -	;  -	; 
trichlorophenoxyacetic-acid-2-4-5;93765;  255.4849	;  278	;  3.6062e-006	;  3.61659e-007	;  1.7242758696	;  3.2617	;  0.08	;  8e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.01	;  0.01	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  10	; ;  -	;  -	;  -	;  -	;  -	; 
trichloropropane-1-1-2;598776;  147.4317	;  44.42	;  6.64	;  1.20553	;  2.239384	;  2.4297	;  0.0396	;  9.3e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.005	;  0.06	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
trichloropropane-1-2-3;96184;  147.4317	;  1900	;  3.7	;  0.0157966	;  2.59	;  2.5032	;  0.071	;  7.9e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  7	;  -	;  0.006	;  0.06	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  300	; ;  -	;  -	;  -	;  -	;  -	; 
triethanolamine;102716;  149.1894	;  miscible	;  2.9e-006	;  3.5e-013	;  -2.9255225467	;  -2.97640137	;  0.05327504805	;  7.5431024363e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.2	;  0.005	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
benzotrichloride;98077;  195.4757	;  100	;  0.19	;  0.020314812123	;  3.16356321	;  3.8959	;  0.0591	;  7.02e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  13	;  -	;  -	;  0.0008	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
triethylamine;121448;  101.1918	;  15000	;  50	;  0.01991203	;  1.1246838567	;  1.5119	;  0.0754	;  7.51e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  -	;  0.007	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  100	; ;  -	;  -	;  -	;  -	;  -	; 
triethylene-glycol;112276;  150.1742	;  2114970.642	;  2.306235319e-005	;  8.9569682532e-011	;  -1.1562667833	;  -1.176548101	;  0.05653162737	;  7.3845070851e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  3	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  	;  -	;  -	;  -	;  -	; 
triethylphosphorothioate-o-o-o;126681;  198.22	;  845	;  0.73	;  0.0208	;  2.69	;  2.64	;  0.0526	;  6.24e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  8.3e-006	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
trifluralin;1582098;  335.282949	;  0.6	;  0.00011	;  0.002011988	;  4.1367205672	;  5.3111	;  0.0149	;  4.7e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  TRUE	;  0.0077	;  -	;  0.0075	;  0.01	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
trimethylamine;75503;  59.1108	;  550296.871	;  93.57822418	;  0.0041416656709	;  1.2408048648	;  0.2468278644	;  0.09583063404	;  9.1312948139e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  -	;  0.007	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  	;  -	;  -	;  -	;  -	; 
trimethylbenzene-1-2-3;526738;  120.19428	;  75.2	;  1.4929911155	;  0.13254797631	;  2.77	;  3.55	;  0.0677	;  7.41e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.05	;  0.006	;  0	;  0.97	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
trimethylbenzene-1-2-4;95636;  120.19	;  56.8	;  1.589	;  0.184	;  2.97	;  3.65	;  0.0622	;  7.28e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.05	;  0.006	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
trimethylbenzene-1-3-5;108678;  120.19	;  51.48	;  2.13	;  0.272	;  3.01	;  3.7	;  0.0621	;  7.23e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.05	;  0.006	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
trinitrobenzene-1-3-5;99354;  213.10632	;  352.5	;  9.9e-005	;  2.86833e-006	;  1.15	;  1.4461	;  0.08	;  8e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.03	;  -	;  0.1	;  0.65	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
trinitrophenylmethylnitramine;479458;  287.1454	;  75	;  4e-010	;  8.314e-011	;  2.37	;  2.04	;  0.056923864964	;  6.4e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.01	;  0.0001	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  1.5	; ;  -	;  -	;  -	;  -	;  -	; 
benzyl-alcohol;100516;  108.14	;  40000	;  0.106	;  1.62123e-005	;  1.08	;  1.0755	;  0.08	;  8e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.3	;  0.05	;  0.1	;  0.66	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
trinitrotoluene-2-4-6;118967;  227.1332	;  130	;  0.00012448327764	;  1.899749e-005	;  2.48	;  1.9934	;  0.0541	;  6.57e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  TRUE	;  0.03	;  -	;  0.0005	;  0.0001	;  0.1	;  0.6	;  -	;  -	;  -	;  -	;  -	;  -	; ;  1.5	; ;  -	;  -	;  -	;  -	;  -	; 
uranium-soluble-salts;7440611;  238.0289	;  0	;  0	;  0	;  3.4713689258	;  0	;  0	;  0	;  1	; ;  -	;  -	; ;  -	;  -	; ;  0.005	;  0.004	;  NA	;  FALSE	;  -	;  -	;  0.003	;  0.0003	;  0.01	;  0.85	;  -	;  -	;  -	;  -	;  0.02	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
valeric-acid-pentanoic-acid;109524;  102.1328	;  2.199149	;  0.0739	;  1.1552303e-005	;  -1.8	;  1.5318	;  0.06921	;  8.3658223729e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.5	;  0.001	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
vanadium;7440622;  50.9415	;  0	;  0	;  0	;  3	;  0	;  0	;  0	;  1	; ;  0.04	;  0.008	; ;  -	;  -	; ;  0.0036	;  0.003	;  NA	;  FALSE	;  -	;  -	;  0.007	;  5e-005	;  0.01	;  0.026	;  0.001	;  -	;  -	;  -	;  -	;  -	; ;  0.05	; ;  -	;  -	;  -	;  -	;  -	; 
vernam;1929777;  203.34884	;  98.5	;  0.0104	;  0.000735789	;  3.44	;  3.5092	;  0.05104643805	;  5.385590524e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.001	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
vinyl-acetate;108054;  86.09044	;  20000	;  109	;  0.0228635	;  0.72	;  0.7278	;  0.085	;  9.2e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  1	;  0.2	;  0	;  0.65	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
