,CAS,nombre,name,MW,MW_ref,H,HLC,H_ref,VP,VP_ref,MP,MP_ref,rho,rho_ref,Da,Dw,D_ref,Kd,Kd_ref,Koc,Koc_ref,logKoc,logKoc_ref,S,S_ref,B,tau,tau.,Kp,Kp_ref
186,126-99-8,"1,3-butadieno, 2-cloro -","Chloro-1,3-butadiene, 2-",89,PHYSPROP,2.3,0.056,PHYSPROP,220,PHYSPROP,-130,PHYSPROP,0.96,CRC89,0.084,0.00001,WATER 9,NA,,61,EPI,2.5,PHYSPROP,870,PHYSPROP,0.086,0.33,0.79,0.024,EPI
187,12672-29-6,NA,~Aroclor 1248,290,EPI,0.018,0.00044,PHYSPROP,0.00049,PHYSPROP,120,EPI,1.4,HSDB,0.024,0.0000062,WATER 9,NA,,77000,EPI,6.2,PHYSPROP,0.1,PHYSPROP,3.1,4.5,19,0.48,EPI
188,12674-11-2,NA,~Aroclor 1016,260,EPI,0.0082,0.0002,EPI,0.0004,PHYSPROP,100,EPI,1.4,ATSDR Profile,0.025,0.0000066,WATER 9,NA,,48000,EPI,5.7,PHYSPROP,0.42,PHYSPROP,1.9,2.9,12,0.31,EPI
189,127-18-4,"Eteno, 1,1,2,2-tetracloro -",Tetrachloroethylene,170,PHYSPROP,0.72,0.018,PHYSPROP,19,PHYSPROP,-22,PHYSPROP,1.6,CRC89,0.05,0.0000095,WATER 9,NA,,95,EPI,3.4,PHYSPROP,210,PHYSPROP,0.17,0.89,2.1,0.033,EPI
190,127-63-9,NA,Diphenyl Sulfone,220,PHYSPROP,0.00001,0.00000025,PHYSPROP,0.000015,PHYSPROP,130,PHYSPROP,1.3,CRC89,0.027,0.0000069,WATER 9,NA,,1100,EPI,2.4,PHYSPROP,310,PHYSPROP,0.021,1.8,4.2,0.0037,EPI
191,1271-28-9,NA,Nickelocene,190,CRC89,NA,NA,,NA,,170,CRC89,NA,,0.058,0.0000067,WATER 9,NA,,NA,,NA,,NA,,NA,1.2,2.9,NA,
192,12789-03-6,Clordano,Chlordane (technical mixture),410,PHYSPROP,0.002,0.000049,EPI,0.00001,PHYSPROP,110,EPI,1.6,CRC89,0.021,0.0000054,WATER 9,NA,,68000,EPI,6.2,EPI,0.056,EPI,0.83,21,80,0.11,EPI
193,128-37-0,"Fenol, 2,6-bis (1,1-dimetiletil)-4-metil -",Butylated hydroxytoluene,220,PHYSPROP,0.00017,0.0000041,PHYSPROP,0.0052,EPI,71,PHYSPROP,0.89,CRC89,0.023,0.0000056,WATER 9,NA,,15000,EPI,5.1,PHYSPROP,0.6,PHYSPROP,1.3,1.8,7.1,0.22,EPI
194,129-00-0,Pireno,~Pyrene,200,PHYSPROP,0.00049,0.000012,PHYSPROP,0.0000045,PHYSPROP,150,PHYSPROP,1.3,CRC89,0.028,0.0000072,WATER 9,NA,,54000,EPI,4.9,PHYSPROP,0.14,PHYSPROP,1.1,1.4,5.5,0.2,EPI
195,1306-38-3,Ôxido de cerio (CeO 2),Ceric oxide,170,CRC89,NA,NA,,NA,,2500,CRC89,7.2,CRC89,NA,NA,,NA,,NA,,NA,,NA,,0.005,0.97,2.3,0.001,RAGSE
196,13071-79-9,"Ácido fosforoditioico, S-[[(1,1-dimetiletil) tio] metil] O, O-dietil éster",Terbufos,290,PHYSPROP,0.00098,0.000024,EPI,0.00032,PHYSPROP,-29,PHYSPROP,1.1,CRC89,0.022,0.0000054,WATER 9,NA,,1000,EPI,4.5,PHYSPROP,5.1,PHYSPROP,0.23,4.3,10,0.036,EPI
197,1309-64-4,Ôxido de antimonio (Sb2O3),Antimony Trioxide,290,EPI,NA,NA,,NA,,570,CRC89,5.6,CRC89,NA,NA,,NA,,NA,,NA,,NA,,0.0066,4.5,11,0.001,RAGSE
198,131-89-5,"Fenol, 2-ciclohexil-4,6-dinitro-","Dinitro-o-cyclohexyl Phenol, 4,6-",270,PHYSPROP,0.0000023,0.000000055,PHYSPROP,0.000000042,PHYSPROP,110,PHYSPROP,NA,,0.046,0.0000054,WATER 9,NA,,17000,EPI,4.1,PHYSPROP,15,PHYSPROP,0.17,3.3,7.8,0.028,EPI
199,1313-99-1,Ôxido de níquel (NiO),Nickel Oxide,75,EPI,NA,NA,,NA,,2000,CRC89,6.7,CRC89,NA,NA,,NA,,NA,,NA,,NA,,0.0033,0.28,0.66,0.001,RAGSE
200,1314-32-5,Ôxido de talio (Tl2O3),Thallic Oxide,460,CRC89,NA,NA,,NA,,830,CRC89,10,CRC89,NA,NA,,NA,,NA,,NA,,NA,,0.0082,38,91,0.001,RAGSE
201,1314-60-9,NA,Antimony Pentoxide,320,CRC89,NA,NA,,NA,,NA,,3.8,CRC89,NA,NA,,NA,,NA,,NA,,3000,CRC89,0.0069,6.8,16,0.001,RAGSE
202,1314-62-1,Ôxido de vanadio (V2O5),Vanadium Pentoxide,180,EPI,NA,NA,,0,NIOSH,680,CRC89,3.4,CRC89,NA,NA,,NA,,NA,,NA,,700,CRC89,0.0052,1.1,2.6,0.001,RAGSE
203,1314-84-7,Fosfuro de zinc (Zn3P2),Zinc Phosphide,260,CRC89,NA,NA,,NA,,1200,CRC89,4.6,CRC89,NA,NA,,NA,,NA,,NA,,NA,,0.0037,2.9,7,0.0006,RAGSE
204,1319-77-3,"Fenol, metil -",Cresols,320,PHYSPROP,0.000025,0.00000062,PHYSPROP,0.17,PHYSPROP,30,EPI,NA,,0.04,0.0000047,WATER 9,NA,,310,EPI,2,PHYSPROP,9100,PHYSPROP,0.053,6.9,17,0.0077,EPI
205,132-64-9,NA,~Dibenzofuran,170,PHYSPROP,0.0087,0.00021,EPI,0.0025,PHYSPROP,87,PHYSPROP,1.1,CRC89,0.065,0.0000074,WATER 9,NA,,9200,EPI,4.1,PHYSPROP,3.1,PHYSPROP,0.49,0.92,2.2,0.098,EPI
206,132-65-0,NA,Dibenzothiophene,180,PHYSPROP,0.0014,0.000034,EPI,0.00021,EPI,97,PHYSPROP,1.3,ChemNet,0.036,0.0000076,WATER 9,NA,,9200,EPI,4.4,PHYSPROP,1.5,PHYSPROP,0.62,1.1,4.5,0.12,EPI
207,133-06-2,"1H-isoindol-1, 3 (2H)-diona, 3a, 4,7,7 a-tetrahidro-2-[(triclorometil) tio] -",Captan,300,PHYSPROP,0.00000029,0.000000007,EPI,0.00000009,PHYSPROP,180,PHYSPROP,1.7,CRC89,0.026,0.0000069,WATER 9,NA,,250,EPI,2.8,PHYSPROP,5.1,PHYSPROP,0.016,5.1,12,0.0023,EPI
208,133-07-3,"1H-isoindol-1, 3 (2H)-diona, 2 - [(triclorometil) tio] -",Folpet,300,PHYSPROP,0.0000031,0.000000077,EPI,0.00000016,PHYSPROP,180,EPI,NA,,0.043,0.000005,WATER 9,NA,,18,EPI,2.9,PHYSPROP,0.8,PHYSPROP,0.018,4.8,12,0.0027,EPI
209,133-90-4,NA,Chloramben,210,PHYSPROP,1.6E-009,3.9E-011,EPI,0.0000001,PHYSPROP,200,PHYSPROP,NA,,0.054,0.0000064,WATER 9,NA,,21,EPI,1.9,PHYSPROP,700,PHYSPROP,0.011,1.5,3.6,0.002,EPI
210,1330-20-7,"Benceno, dimetil -",Xylenes,110,PHYSPROP,0.27,0.0066,PHYSPROP,8,PHYSPROP,-25,EPI,0.86,ATSDR Profile,0.069,0.0000085,WATER 9,NA,,380,EPI,3.2,PHYSPROP,110,PHYSPROP,0.2,0.41,0.99,0.05,EPI
211,1330-78-5,"Ácido fosfórico, tris (metilfenil) éster",Tricresyl Phosphate (TCP),370,PHYSPROP,0.000033,0.00000081,EPI,0.0000006,EPI,-33,PHYSPROP,1.2,Yaws,0.019,0.0000048,WATER 9,NA,,47000,EPI,5.1,PHYSPROP,0.36,PHYSPROP,0.25,12,29,0.033,EPI
212,1332-21-4,Asbesto,Asbestos (units in fibers),NA,,NA,NA,,0,NIOSH,NA,,NA,,NA,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,0.001,RAGSE
213,1332-81-6,NA,Antimony Tetroxide,310,EPI,NA,NA,,NA,,NA,,6.6,CRC89,NA,NA,,NA,,NA,,NA,,NA,,0.0067,5.5,13,0.001,RAGSE
214,1335-32-6,"Plomo, bis (acetato-kO) tetrahidroxitri -",~Lead subacetate,810,PHYSPROP,NA,NA,,3E-010,PHYSPROP,160,EPI,NA,,0.022,0.0000026,WATER 9,NA,,10,EPI,-4,PHYSPROP,63000,PHYSPROP,1.1E-009,3400,8200,1E-010,EPI
215,1336-36-3,"1,1 '-bifenil, derivados de cloro",~Polychlorinated Biphenyls (high risk),290,PHYSPROP,0.017,0.00042,PHYSPROP,0.00049,PHYSPROP,120,EPI,1.4,HSDB,0.024,0.0000063,WATER 9,NA,,78000,EPI,7.1,PHYSPROP,0.7,PHYSPROP,3.6,4.5,19,0.55,EPI
216,1336-36-3,"1,1 '-bifenil, derivados de cloro",~Polychlorinated Biphenyls (lowest risk),290,PHYSPROP,0.017,0.00042,PHYSPROP,0.00049,PHYSPROP,120,EPI,1.4,HSDB,0.024,0.0000063,WATER 9,NA,,78000,EPI,7.1,PHYSPROP,0.7,PHYSPROP,3.6,4.5,19,0.55,EPI
217,1336-36-3,"1,1 '-bifenil, derivados de cloro",~Polychlorinated Biphenyls (low risk),290,PHYSPROP,0.017,0.00042,PHYSPROP,0.00049,PHYSPROP,120,EPI,1.4,HSDB,0.024,0.0000063,WATER 9,NA,,78000,EPI,7.1,PHYSPROP,0.7,PHYSPROP,3.6,4.5,19,0.55,EPI
218,13463-39-3,"Carbonilo de níquel (Ni (CO) 4), (T-4) -",Nickel Carbonyl,170,CRC89,20,0.5,Matheson Gas MSDS,320,NIOSH,-19,CRC89,1.3,CRC89,0.043,0.0000082,WATER 9,NA,,NA,,NA,,180,PERRY,NA,0.95,2.3,NA,
219,13472-45-2,Ôxido de sodio y tungsteno (Na2WO4),Sodium Tungstate,290,CRC89,NA,NA,,NA,,700,CRC89,4.2,CRC89,NA,NA,,NA,,NA,,NA,,740000,CRC89,0.0066,4.6,11,0.001,RAGSE
220,135-20-6,NA,Cupferron,160,PHYSPROP,0.00000015,3.6E-009,PHYSPROP,0.000063,PHYSPROP,160,PHYSPROP,NA,,0.066,0.0000077,WATER 9,NA,,760,EPI,-1.7,PHYSPROP,610000,PHYSPROP,0.000008,0.78,1.9,0.0000017,EPI
221,135-98-8,"Benceno, (1-metilpropil) -","Butylbenzene, sec-",130,PHYSPROP,0.72,0.018,EPI,1.8,PHYSPROP,-83,PHYSPROP,0.86,LANGE,0.053,0.0000073,WATER 9,NA,,1300,EPI,4.6,PHYSPROP,18,PHYSPROP,1.3,0.59,2.3,0.3,EPI
222,13530-50-2,NA,~Monoaluminum phosphate,320,CRC89,NA,NA,,NA,,NA,,NA,,NA,NA,,NA,,NA,,NA,,NA,,0.0069,6.3,15,0.001,RAGSE
223,13593-03-8,"Ácido fosforotioico, O, O-dietil-2-quinoxalinil éster",Quinalphos,300,PHYSPROP,0.0000019,0.000000046,EPI,0.0000026,PHYSPROP,32,PHYSPROP,NA,,0.043,0.000005,WATER 9,NA,,4200,EPI,4.4,PHYSPROP,22,PHYSPROP,0.2,4.9,12,0.03,EPI
224,13674-84-5,"2-Propanol, 1-cloro-, 2,2',2'' -fosfato",Tris(1-chloro-2-propyl)phosphate,330,PHYSPROP,0.0000024,0.00000006,PHYSPROP,0.00002,PHYSPROP,-40,PHYSPROP,NA,,0.04,0.0000047,WATER 9,NA,,1600,EPI,2.6,PHYSPROP,1200,PHYSPROP,0.0084,7.2,17,0.0012,EPI
225,13674-87-8,"2-propanol, 1,3-dicloro-, fosfato (3:1)","Tris(1,3-Dichloro-2-propyl) Phosphate",430,PHYSPROP,0.00000011,2.6E-009,PHYSPROP,0.000000074,PHYSPROP,27,PHYSPROP,NA,,0.033,0.0000039,WATER 9,NA,,11000,EPI,3.7,PHYSPROP,7,PHYSPROP,0.013,27,65,0.0016,EPI
226,13684-63-4,NA,Phenmedipham,300,PHYSPROP,3.4E-011,8.4E-013,EPI,1E-011,PHYSPROP,140,PHYSPROP,NA,,0.042,0.000005,WATER 9,NA,,2600,EPI,3.6,PHYSPROP,4.7,PHYSPROP,0.052,5.1,12,0.0079,EPI
227,137-26-8,"Diamida Tioperoxidicarbonica ([(H2N) C (S)] 2S2), N, N, N ', N'-tetrametil -",Thiram,240,PHYSPROP,0.0000074,0.00000018,EPI,0.000017,PHYSPROP,160,PHYSPROP,1.3,PERRY,0.026,0.0000066,WATER 9,NA,,610,EPI,1.7,PHYSPROP,30,PHYSPROP,0.0059,2.3,5.6,0.00099,EPI
228,13718-26-8,"Vanadato (VO31-), sodio (1:1)",Sodium Metavanadate,120,CRC89,NA,NA,,NA,,630,CRC89,NA,,NA,NA,,NA,,NA,,NA,,210000,CRC89,0.0042,0.51,1.2,0.001,RAGSE
229,13776-88-0,NA,~Aluminum metaphosphate,260,CRC89,NA,NA,,NA,,NA,,2.8,CRC89,NA,NA,,NA,,NA,,NA,,NA,,0.0062,3.2,7.6,0.001,RAGSE
230,13845-36-8,"Ácido trifosfórico, sal de potasio (1:5)",~Potassium tripolyphosphate,450,PubChem,NA,NA,,NA,,NA,,NA,,NA,NA,,NA,,NA,,NA,,NA,,0.0081,34,82,0.001,RAGSE
231,139-40-2,NA,Propazine,230,PHYSPROP,0.00000019,4.6E-009,EPI,0.00000013,PHYSPROP,210,PHYSPROP,1.2,CRC89,0.025,0.0000064,WATER 9,NA,,340,EPI,2.9,PHYSPROP,8.6,PHYSPROP,0.042,2,4.9,0.0071,EPI
232,140-57-8,NA,"Sulfurous acid, 2-chloroethyl 2-[4-(1,1-dimethylethyl)phenoxy]-1-methylethyl ester",330,PHYSPROP,0.0000078,0.00000019,PHYSPROP,0.00000022,PHYSPROP,-32,PHYSPROP,1.1,CRC89,0.02,0.000005,WATER 9,NA,,5600,EPI,4.8,PHYSPROP,0.59,PHYSPROP,0.23,7.9,19,0.033,EPI
233,140-88-5,"Ácido 2-propenoico, etil éster",Ethyl Acrylate,100,PHYSPROP,0.014,0.00034,EPI,39,PHYSPROP,-71,PHYSPROP,0.92,CRC89,0.075,0.0000091,WATER 9,NA,,11,EPI,1.3,PHYSPROP,15000,PHYSPROP,0.012,0.38,0.92,0.0032,EPI
234,141-66-2,"Ácido fosfórico, (1E)-3-(dimetilamino)-1-metil-3-oxo-1-propen-1-il dimetil éster",Dicrotophos,240,PHYSPROP,2.1E-009,5E-011,PHYSPROP,0.00016,PHYSPROP,79,EPI,1.2,CRC89,0.025,0.0000064,WATER 9,NA,,17,EPI,0,PHYSPROP,1000000,PHYSPROP,0.00043,2.2,5.4,0.000073,EPI
235,141-78-6,Ðster etílico del Ácido acético,Ethyl Acetate,88,PHYSPROP,0.0055,0.00013,PHYSPROP,93,PHYSPROP,-84,PHYSPROP,0.9,CRC89,0.082,0.0000097,WATER 9,NA,,5.6,EPI,0.73,PHYSPROP,80000,PHYSPROP,0.0055,0.33,0.79,0.0015,EPI
236,142-28-9,"Propano, 1,3-dicloro -","Dichloropropane, 1,3-",110,PHYSPROP,0.04,0.00098,PHYSPROP,18,PHYSPROP,-100,PHYSPROP,1.2,CRC89,0.074,0.0000098,WATER 9,NA,,72,EPI,2,PHYSPROP,2800,PHYSPROP,0.032,0.45,1.1,0.0078,EPI
237,142-82-5,Heptano,"Heptane, N-",100,PHYSPROP,82,2,EPI,46,PHYSPROP,-91,PHYSPROP,0.68,CRC89,0.065,0.0000076,WATER 9,NA,,240,EPI,4.7,PHYSPROP,3.4,PHYSPROP,2.1,0.38,1.6,0.54,EPI
238,143-33-9,Cianuro de sodio (Na (CN)),~Sodium Cyanide,49,PHYSPROP,NA,NA,,0,NIOSH,560,PHYSPROP,1.6,CRC89,NA,NA,,NA,,NA,,NA,,580000,CRC89,0.0027,0.2,0.47,0.001,RAGSE
239,143-50-0,"1,3,4-Meteno-2H-ciclobuta[cd]pentalen-2-ona, 1,1a,3,3a,4,5,5,5a,5b,6-decaclorooctahidro-",Chlordecone (Kepone),490,PHYSPROP,0.0000022,0.000000054,EPI,0.00000023,PHYSPROP,350,EPI,1.6,CRC89,0.02,0.0000049,WATER 9,NA,,18000,EPI,5.4,PHYSPROP,2.7,PHYSPROP,0.093,59,140,0.011,EPI
240,1445-75-6,NA,Diisopropyl Methylphosphonate,180,PHYSPROP,0.0018,0.000044,EPI,0.23,PHYSPROP,-24,EPI,0.98,ATSDR Profile,0.034,0.0000066,WATER 9,NA,,42,EPI,1,PHYSPROP,1500,PHYSPROP,0.0038,1.1,2.6,0.00074,EPI
241,145-73-3,"Ácido 7-Oxabiciclo[2.2.1]heptano-2,3- dicarboxilico",Endothall,190,PHYSPROP,1.6E-014,3.9E-016,EPI,1.6E-010,PHYSPROP,140,PHYSPROP,1.4,CRC89,0.037,0.0000082,WATER 9,NA,,19,EPI,1.9,PHYSPROP,100000,PHYSPROP,0.014,1.2,2.8,0.0026,EPI
242,1476-11-5,NA,"Dichloro-2-butene, cis-1,4-",130,PHYSPROP,0.027,0.00066,EPI,4.1,PHYSPROP,-48,PHYSPROP,1.2,CRC89,0.067,0.0000093,WATER 9,NA,,130,EPI,2.6,PHYSPROP,580,PHYSPROP,0.071,0.53,1.3,0.017,EPI
243,14797-55-8,NA,Nitrate (measured as nitrogen),62,EPI,NA,NA,,NA,,NA,,NA,,NA,NA,,NA,,NA,,NA,,NA,,0.003,0.23,0.56,0.001,RAGSE
244,14797-65-0,NA,Nitrite (measured as nitrogen),47,EPI,NA,NA,,NA,,NA,,NA,,NA,NA,,NA,,NA,,NA,,NA,,0.0026,0.19,0.46,0.001,RAGSE
245,14797-73-0,NA,~Perchlorate and Perchlorate Salts,120,CRC89,NA,NA,,NA,,NA,,NA,,NA,NA,,NA,,NA,,NA,,250000,CRC89,0.0042,0.48,1.1,0.001,RAGSE
246,148-18-5,NA,Sodium Diethyldithiocarbamate,170,PHYSPROP,NA,NA,,8.2E-010,PHYSPROP,94,PHYSPROP,NA,,0.061,0.0000072,WATER 9,NA,,200,EPI,-1.4,PHYSPROP,360000,PHYSPROP,0.000097,0.97,2.3,0.000019,EPI
247,149-30-4,2 (3H)-Benzotiazoltiona,"Mercaptobenzothiazole, 2-",170,EPI,0.0000015,0.000000036,EPI,0.00046,EPI,180,EPI,1.4,CRC89,0.047,0.0000087,WATER 9,NA,,1400,EPI,2.4,EPI,120,EPI,0.036,0.91,2.2,0.0073,EPI
248,150-50-5,"Ácido Fosforotritio, tributilo éster",Merphos,300,PHYSPROP,0.00093,0.000023,PHYSPROP,0.00002,PHYSPROP,100,PHYSPROP,1,CRC89,0.02,0.000005,WATER 9,NA,,49000,EPI,7.7,PHYSPROP,0.0035,PHYSPROP,28,4.9,23,4.2,EPI
249,151-50-8,Cianuro de potasio (K (CN)),~Potassium Cyanide,65,PHYSPROP,NA,NA,,0,NIOSH,630,PHYSPROP,1.6,CRC89,NA,NA,,NA,,NA,,NA,,720000,PHYSPROP,0.0062,0.24,0.58,0.002,RAGSE
250,151-56-4,Aziridina,Ethyleneimine,43,PHYSPROP,0.00049,0.000012,EPI,210,PHYSPROP,-78,PHYSPROP,0.83,CRC89,0.13,0.000014,WATER 9,NA,,9,EPI,-0.28,PHYSPROP,1000000,PHYSPROP,0.0015,0.18,0.44,0.00058,EPI
251,15136-87-5,NA,~Trialuminum sodium tetra decahydrogenoctaorthophosphate (dihydrate),890,PubChem,NA,NA,,NA,,NA,,NA,,NA,NA,,NA,,NA,,NA,,NA,,0.011,9900,24000,0.001,RAGSE
252,152-16-9,"Difosforamida, N, N, N ', N', N'', N'', N'' ', N'''-octametil -",Octamethylpyrophosphoramide,290,PHYSPROP,0.000000015,3.8E-010,PHYSPROP,0.001,PHYSPROP,17,PHYSPROP,1.1,CRC89,0.022,0.0000054,WATER 9,NA,,20,EPI,-1,PHYSPROP,1000000,PHYSPROP,0.000054,4.2,10,0.0000083,EPI
253,15299-99-7,"Propanamida, N, N-dietil-2-(1-naftaleniloxi) -",Napropamide,270,PHYSPROP,0.000000034,8.4E-010,EPI,0.00000017,PHYSPROP,75,PHYSPROP,NA,,0.045,0.0000053,WATER 9,NA,,3200,EPI,3.4,PHYSPROP,73,PHYSPROP,0.051,3.5,8.3,0.008,EPI
254,15541-45-4,NA,Bromate,80,EPI,NA,NA,,NA,,NA,,NA,,NA,NA,,7.5,BAES,NA,,NA,,NA,,0.0034,0.29,0.71,0.001,RAGSE
255,156-59-2,NA,"Dichloroethylene, 1,2-cis-",97,PHYSPROP,0.17,0.0041,PHYSPROP,200,PHYSPROP,-80,PHYSPROP,1.3,CRC89,0.088,0.000011,WATER 9,NA,,40,EPI,1.9,PHYSPROP,6400,PHYSPROP,0.042,0.37,0.88,0.011,EPI
256,156-60-5,"Etileno, 1,2-dicloro-, (1E) -","Dichloroethylene, 1,2-trans-",97,PHYSPROP,0.38,0.0094,PHYSPROP,330,EPI,-50,PHYSPROP,1.3,CRC89,0.088,0.000011,WATER 9,NA,,40,EPI,2.1,PHYSPROP,4500,PHYSPROP,0.042,0.37,0.88,0.011,EPI
257,1563-66-2,"7-Benzofuranol, 2,3-dihidro-2 ,2-dimetil-, 7 - (N-metilcarbamato)",Carbofuran,220,PHYSPROP,0.00000013,3.1E-009,EPI,0.0000049,PHYSPROP,150,PHYSPROP,1.2,CRC89,0.026,0.0000066,WATER 9,NA,,95,EPI,2.3,PHYSPROP,320,PHYSPROP,0.018,1.8,4.4,0.0031,EPI
258,1582-09-8,"Bencenamina, 2,6-dinitro-N, N-dipropil-4-(trifluorometil)-",Trifluralin,340,PHYSPROP,0.0042,0.0001,PHYSPROP,0.000046,PHYSPROP,49,PHYSPROP,1.4,PubChem,0.022,0.0000056,WATER 9,NA,,16000,EPI,5.3,PHYSPROP,0.18,PHYSPROP,0.51,7.9,19,0.073,EPI
259,1596-84-5,NA,Daminozide,160,PHYSPROP,0.000000017,4.2E-010,EPI,0.0002,PHYSPROP,150,PHYSPROP,NA,,0.064,0.0000075,WATER 9,NA,,10,EPI,-1.5,PHYSPROP,100000,PHYSPROP,0.000097,0.83,2,0.00002,EPI
260,15972-60-8,"Acetamida, 2-cloro-N-(2,6-dietilfenil)-N-(metoximetil) -",Alachlor,270,PHYSPROP,0.00000034,8.3E-009,PHYSPROP,0.000022,PHYSPROP,40,PHYSPROP,1.1,CRC89,0.023,0.0000057,WATER 9,NA,,310,EPI,3.5,PHYSPROP,240,PHYSPROP,0.066,3.4,8.2,0.011,EPI
261,16065-83-1,NA,"Chromium(III), Insoluble Salts",52,EPI,NA,NA,,NA,,NA,,5.2,CRC89,NA,NA,,1800000,SSL,NA,,NA,,NA,,0.0028,0.21,0.49,0.001,RAGSE
262,16071-86-6,NA,Direct Brown 95,760,PHYSPROP,NA,NA,,1.4E-041,PHYSPROP,350,EPI,NA,,0.023,0.0000027,WATER 9,NA,,7000000,EPI,-6.5,PHYSPROP,1000000,PHYSPROP,4.1E-011,1900,4600,3.9E-012,EPI
263,1610-18-0,NA,Prometon,230,PHYSPROP,0.000000037,9.1E-010,EPI,0.0000023,PHYSPROP,91,PHYSPROP,NA,,0.051,0.000006,WATER 9,NA,,140,EPI,3,PHYSPROP,750,PHYSPROP,0.048,1.9,4.6,0.0083,EPI
264,1634-04-4,"Propano, 2-metoxi-2-metil -",Methyl tert-Butyl Ether (MTBE),88,PHYSPROP,0.024,0.00059,PHYSPROP,250,PHYSPROP,-110,PHYSPROP,0.74,CRC89,0.075,0.0000086,WATER 9,NA,,12,EPI,0.94,PHYSPROP,51000,PHYSPROP,0.0076,0.33,0.79,0.0021,EPI
265,1646-87-3,NA,Aldicarb sulfoxide,210,PHYSPROP,0.00000004,0.000000001,EPI,0.0001,PHYSPROP,78,EPI,NA,,0.054,0.0000064,WATER 9,NA,,10,EPI,-0.78,PHYSPROP,28000,PHYSPROP,0.00018,1.5,3.6,0.000033,EPI
266,1646-88-4,"Propanal, 2-metil-2-(metilsulfonil)-, O-[(metilamino)carbonil]oxima",Aldicarb Sulfone,220,PHYSPROP,0.00000014,3.4E-009,EPI,0.00009,PHYSPROP,140,PHYSPROP,NA,,0.052,0.0000061,WATER 9,NA,,10,EPI,-0.57,PHYSPROP,10000,PHYSPROP,0.00021,1.8,4.4,0.000037,EPI
267,16672-87-0,"Ácido fosfónico, P-(2-cloroetílico) -",Ethephon,140,PHYSPROP,2.3E-010,5.7E-012,PHYSPROP,0.000000098,PHYSPROP,74,PHYSPROP,1.2,CRC89,0.055,0.0000086,WATER 9,NA,,5,EPI,-0.22,PHYSPROP,1000000,PHYSPROP,0.0008,0.68,1.6,0.00017,EPI
268,16752-77-5,"Ácido Etanimiditioico, N-[[(metilamino) carbonil] oxi] -, metil éster ",Methomyl,160,PHYSPROP,8.1E-010,2E-011,EPI,0.0000054,PHYSPROP,78,PHYSPROP,1.3,CRC89,0.048,0.0000084,WATER 9,NA,,10,EPI,0.6,PHYSPROP,58000,PHYSPROP,0.0024,0.85,2,0.00048,EPI
269,1689-84-5,NA,Bromoxynil,280,PHYSPROP,5.4E-009,1.3E-010,EPI,0.000000047,PHYSPROP,190,PHYSPROP,NA,,0.045,0.0000052,WATER 9,NA,,330,EPI,2.8,PHYSPROP,130,PHYSPROP,0.05,3.7,9,0.0078,EPI
270,1689-99-2,NA,Bromoxynil Octanoate,400,PHYSPROP,0.0013,0.000032,EPI,0.0000048,PHYSPROP,46,PHYSPROP,1.5,LookChem,0.021,0.0000054,WATER 9,NA,,4300,EPI,5.4,PHYSPROP,0.08,PHYSPROP,0.26,19,46,0.033,EPI
271,16984-48-8,Fluoruro,Fluoride,38,EPI,NA,NA,,NA,,-220,EPI,NA,,NA,NA,,150,BAES,NA,,NA,,1.7,EPI,0.0024,0.17,0.41,0.001,RAGSE
272,1746-01-6,NA,"~TCDD, 2,3,7,8-",320,PHYSPROP,0.002,0.00005,EPI,1.5E-009,PHYSPROP,310,PHYSPROP,1.8,PubChem,0.047,0.0000068,WATER 9,NA,,250000,EPI,6.8,PHYSPROP,0.0002,PHYSPROP,5.6,6.7,29,0.81,EPI
273,17804-35-2,"Ácido carbámico, N-[1 - [(butilamino) carbonil]-1H-bencimidazol-2-il] -, éster metílico",Benomyl,290,PHYSPROP,2E-010,4.9E-012,PHYSPROP,3.7E-009,PHYSPROP,140,EPI,NA,,0.043,0.0000051,WATER 9,NA,,340,EPI,2.1,PHYSPROP,3.8,PHYSPROP,0.0062,4.4,11,0.00094,EPI
274,1832-54-8,NA,Isopropyl Methyl Phosphonic Acid,140,PHYSPROP,0.00000028,6.9E-009,PHYSPROP,0.012,PHYSPROP,-8.1,EPI,NA,,0.071,0.0000083,WATER 9,NA,,7.7,EPI,0.27,PHYSPROP,50000,PHYSPROP,0.0018,0.62,1.5,0.0004,EPI
275,18540-29-9,NA,Chromium(VI),52,EPI,NA,NA,,NA,,NA,,NA,,NA,NA,,19,SSL,NA,,NA,,1700000,CRC89,0.0055,0.21,0.49,0.002,RAGSE
276,1861-32-1,"Ácido 1,4-Bencenodicarboxílico, 2,3,5,6-tetracloro-, 1,4-dimetil éster",Chlorthal-dimethyl,330,PHYSPROP,0.000089,0.0000022,EPI,0.0000025,PHYSPROP,160,PHYSPROP,NA,,0.04,0.0000046,WATER 9,NA,,510,EPI,4.3,PHYSPROP,0.5,PHYSPROP,0.11,7.6,18,0.015,EPI
277,1861-40-1,NA,Benfluralin,340,PHYSPROP,0.012,0.00029,EPI,0.000065,PHYSPROP,66,PHYSPROP,1.3,ChemNet,0.022,0.0000055,WATER 9,NA,,16000,EPI,5.3,PHYSPROP,0.1,PHYSPROP,0.48,7.9,19,0.068,EPI
